Support Item Number,Support Item Name,Registration Group Number,Registration Group Name,Support Category Number,Support Category Name,Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,P01,P02,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type
04_144_0136_6_1,Group Activities In The Community - 1:5 - Standard - Sunday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$33.40,$33.40,$33.40,$33.40,$33.40,$33.40,$33.40,$33.40,$46.76,$50.10,N,Y,Y,N,N,Price Limited Supports
04_144_0136_6_1_T,Group Activities In The Community - 1:5 - Standard - Sunday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$34.41,$34.41,$34.41,$34.41,$34.41,$34.41,$34.41,$34.41,$48.17,$51.62,N,Y,Y,N,N,Price Limited Supports
04_145_0136_6_1,Group Activities In The Community - 1:5 - Standard - Public Holiday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$40.91,$40.91,$40.91,$40.91,$40.91,$40.91,$40.91,$40.91,$57.27,$61.37,N,Y,Y,N,N,Price Limited Supports
04_145_0136_6_1_T,Group Activities In The Community - 1:5 - Standard - Public Holiday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$42.14,$42.14,$42.14,$42.14,$42.14,$42.14,$42.14,$42.14,$59.00,$63.21,N,Y,Y,N,N,Price Limited Supports
04_146_0104_6_1,Group Activities In The Community - 1:4 - High Intensity - Weekday Daytime,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$22.88,$22.88,$22.88,$22.88,$22.88,$22.88,$22.88,$22.88,$32.03,$34.32,N,Y,Y,N,N,Price Limited Supports
04_146_0104_6_1_T,Group Activities In The Community - 1:4 - High Intensity - Weekday Daytime - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$23.51,$23.51,$23.51,$23.51,$23.51,$23.51,$23.51,$23.51,$32.91,$35.27,N,Y,Y,N,N,Price Limited Supports
04_147_0104_6_1,Group Activities In The Community - 1:4 - High Intensity - Weekday Evening,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$25.21,$25.21,$25.21,$25.21,$25.21,$25.21,$25.21,$25.21,$35.29,$37.82,N,Y,Y,N,N,Price Limited Supports
04_147_0104_6_1_T,Group Activities In The Community - 1:4 - High Intensity - Weekday Evening - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$25.91,$25.91,$25.91,$25.91,$25.91,$25.91,$25.91,$25.91,$36.27,$38.87,N,Y,Y,N,N,Price Limited Supports
04_148_0104_6_1,Group Activities In The Community - 1:4 - High Intensity - Saturday,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$32.20,$32.20,$32.20,$32.20,$32.20,$32.20,$32.20,$32.20,$45.08,$48.30,N,Y,Y,N,N,Price Limited Supports
04_148_0104_6_1_T,Group Activities In The Community - 1:4 - High Intensity - Saturday - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$33.10,$33.10,$33.10,$33.10,$33.10,$33.10,$33.10,$33.10,$46.34,$49.65,N,Y,Y,N,N,Price Limited Supports
04_149_0104_6_1,Group Activities In The Community - 1:4 - High Intensity - Sunday,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$41.53,$41.53,$41.53,$41.53,$41.53,$41.53,$41.53,$41.53,$58.14,$62.30,N,Y,Y,N,N,Price Limited Supports
04_149_0104_6_1_T,Group Activities In The Community - 1:4 - High Intensity - Sunday - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$42.68,$42.68,$42.68,$42.68,$42.68,$42.68,$42.68,$42.68,$59.75,$64.02,N,Y,Y,N,N,Price Limited Supports
04_150_0104_6_1,Group Activities In The Community - 1:4 - High Intensity - Public Holiday,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$50.85,$50.85,$50.85,$50.85,$50.85,$50.85,$50.85,$50.85,$71.19,$76.28,N,Y,Y,N,N,Price Limited Supports
04_150_0104_6_1_T,Group Activities In The Community - 1:4 - High Intensity - Public Holiday - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$52.26,$52.26,$52.26,$52.26,$52.26,$52.26,$52.26,$52.26,$73.16,$78.39,N,Y,Y,N,N,Price Limited Supports
04_151_0104_6_1,Group Activities In The Community - 1:5 - High Intensity - Weekday Daytime,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$19.91,$19.91,$19.91,$19.91,$19.91,$19.91,$19.91,$19.91,$27.87,$29.87,N,Y,Y,N,N,Price Limited Supports
04_151_0104_6_1_T,Group Activities In The Community - 1:5 - High Intensity - Weekday Daytime - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$20.47,$20.47,$20.47,$20.47,$20.47,$20.47,$20.47,$20.47,$28.66,$30.71,N,Y,Y,N,N,Price Limited Supports
04_152_0104_6_1,Group Activities In The Community - 1:5 - High Intensity - Weekday Evening,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$21.95,$21.95,$21.95,$21.95,$21.95,$21.95,$21.95,$21.95,$30.73,$32.93,N,Y,Y,N,N,Price Limited Supports
04_152_0104_6_1_T,Group Activities In The Community - 1:5 - High Intensity - Weekday Evening-TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$22.56,$22.56,$22.56,$22.56,$22.56,$22.56,$22.56,$22.56,$31.58,$33.84,N,Y,Y,N,N,Price Limited Supports
04_153_0104_6_1,Group Activities In The Community - 1:5 - High Intensity - Saturday,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$28.03,$28.03,$28.03,$28.03,$28.03,$28.03,$28.03,$28.03,$39.24,$42.05,N,Y,Y,N,N,Price Limited Supports
04_153_0104_6_1_T,Group Activities In The Community - 1:5 - High Intensity - Saturday - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$28.81,$28.81,$28.81,$28.81,$28.81,$28.81,$28.81,$28.81,$40.33,$43.22,N,Y,Y,N,N,Price Limited Supports
04_154_0104_6_1,Group Activities In The Community - 1:5 - High Intensity - Sunday,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$36.15,$36.15,$36.15,$36.15,$36.15,$36.15,$36.15,$36.15,$50.61,$54.23,N,Y,Y,N,N,Price Limited Supports
04_154_0104_6_1_T,Group Activities In The Community - 1:5 - High Intensity - Sunday - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$37.16,$37.16,$37.16,$37.16,$37.16,$37.16,$37.16,$37.16,$52.02,$55.74,N,Y,Y,N,N,Price Limited Supports
04_155_0104_6_1,Group Activities In The Community - 1:5 - High Intensity - Public Holiday,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$44.27,$44.27,$44.27,$44.27,$44.27,$44.27,$44.27,$44.27,$61.98,$66.41,N,Y,Y,N,N,Price Limited Supports
04_155_0104_6_1_T,Group Activities In The Community - 1:5 - High Intensity - Public Holiday - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$45.50,$45.50,$45.50,$45.50,$45.50,$45.50,$45.50,$45.50,$63.70,$68.25,N,Y,Y,N,N,Price Limited Supports
04_160_0136_6_1,Group Activities In A Centre - 1:1 - Standard - Weekday Daytime,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$64.45,$64.45,$64.45,$64.45,$64.45,$64.45,$64.45,$64.45,$90.23,$96.68,N,Y,Y,N,N,Price Limited Supports
04_160_0136_6_1_T,Group Activities In A Centre - 1:1 - Standard - Weekday Daytime - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$66.32,$66.32,$66.32,$66.32,$66.32,$66.32,$66.32,$66.32,$92.85,$99.48,N,Y,Y,N,N,Price Limited Supports
04_161_0136_6_1,Group Activities In A Centre - 1:1 - Standard - Weekday Evening,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$70.78,$70.78,$70.78,$70.78,$70.78,$70.78,$70.78,$70.78,$99.09,$106.17,N,Y,Y,N,N,Price Limited Supports
04_161_0136_6_1_T,Group Activities In A Centre - 1:1 - Standard - Weekday Evening - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$72.84,$72.84,$72.84,$72.84,$72.84,$72.84,$72.84,$72.84,$101.98,$109.26,N,Y,Y,N,N,Price Limited Supports
04_162_0136_6_1,Group Activities In A Centre - 1:1 - Standard - Saturday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$89.79,$89.79,$89.79,$89.79,$89.79,$89.79,$89.79,$89.79,$125.71,$134.69,N,Y,Y,N,N,Price Limited Supports
04_162_0136_6_1_T,Group Activities In A Centre - 1:1 - Standard - Saturday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$92.42,$92.42,$92.42,$92.42,$92.42,$92.42,$92.42,$92.42,$129.39,$138.63,N,Y,Y,N,N,Price Limited Supports
04_163_0136_6_1,Group Activities In A Centre - 1:1 - Standard - Sunday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$115.13,$115.13,$115.13,$115.13,$115.13,$115.13,$115.13,$115.13,$161.18,$172.70,N,Y,Y,N,N,Price Limited Supports
04_163_0136_6_1_T,Group Activities In A Centre - 1:1 - Standard - Sunday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$118.52,$118.52,$118.52,$118.52,$118.52,$118.52,$118.52,$118.52,$165.93,$177.78,N,Y,Y,N,N,Price Limited Supports
04_164_0136_6_1,Group Activities In A Centre - 1:1 - Standard - Public Holiday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$140.48,$140.48,$140.48,$140.48,$140.48,$140.48,$140.48,$140.48,$196.67,$210.72,N,Y,Y,N,N,Price Limited Supports
04_164_0136_6_1_T,Group Activities In A Centre - 1:1 - Standard - Public Holiday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$144.63,$144.63,$144.63,$144.63,$144.63,$144.63,$144.63,$144.63,$202.48,$216.95,N,Y,Y,N,N,Price Limited Supports
04_165_0136_6_1,Group Activities In A Centre - 1:2 - Standard - Weekday Daytime,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$37.10,$37.10,$37.10,$37.10,$37.10,$37.10,$37.10,$37.10,$51.94,$55.65,N,Y,Y,N,N,Price Limited Supports
04_165_0136_6_1_T,Group Activities In A Centre - 1:2 - Standard - Weekday Daytime - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$38.14,$38.14,$38.14,$38.14,$38.14,$38.14,$38.14,$38.14,$53.40,$57.21,N,Y,Y,N,N,Price Limited Supports
04_166_0136_6_1,Group Activities In A Centre - 1:2 - Standard - Weekday Evening,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$40.64,$40.64,$40.64,$40.64,$40.64,$40.64,$40.64,$40.64,$56.90,$60.96,N,Y,Y,N,N,Price Limited Supports
04_166_0136_6_1_T,Group Activities In A Centre - 1:2 - Standard - Weekday Evening - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$41.79,$41.79,$41.79,$41.79,$41.79,$41.79,$41.79,$41.79,$58.51,$62.69,N,Y,Y,N,N,Price Limited Supports
04_167_0136_6_1,Group Activities In A Centre - 1:2 - Standard - Saturday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$51.29,$51.29,$51.29,$51.29,$51.29,$51.29,$51.29,$51.29,$71.81,$76.94,N,Y,Y,N,N,Price Limited Supports
04_167_0136_6_1_T,Group Activities In A Centre - 1:2 - Standard - Saturday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$52.76,$52.76,$52.76,$52.76,$52.76,$52.76,$52.76,$52.76,$73.86,$79.14,N,Y,Y,N,N,Price Limited Supports
04_168_0136_6_1,Group Activities In A Centre - 1:2 - Standard - Sunday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$65.48,$65.48,$65.48,$65.48,$65.48,$65.48,$65.48,$65.48,$91.67,$98.22,N,Y,Y,N,N,Price Limited Supports
04_168_0136_6_1_T,Group Activities In A Centre - 1:2 - Standard - Sunday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$67.37,$67.37,$67.37,$67.37,$67.37,$67.37,$67.37,$67.37,$94.32,$101.06,N,Y,Y,N,N,Price Limited Supports
04_169_0136_6_1,Group Activities In A Centre - 1:2 - Standard - Public Holiday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$79.67,$79.67,$79.67,$79.67,$79.67,$79.67,$79.67,$79.67,$111.54,$119.51,N,Y,Y,N,N,Price Limited Supports
04_169_0136_6_1_T,Group Activities In A Centre - 1:2 - Standard - Public Holiday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$82.00,$82.00,$82.00,$82.00,$82.00,$82.00,$82.00,$82.00,$114.80,$123.00,N,Y,Y,N,N,Price Limited Supports
04_170_0136_6_1,Group Activities In A Centre - 1:3 - Standard - Weekday Daytime,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$27.98,$27.98,$27.98,$27.98,$27.98,$27.98,$27.98,$27.98,$39.17,$41.97,N,Y,Y,N,N,Price Limited Supports
04_170_0136_6_1_T,Group Activities In A Centre - 1:3 - Standard - Weekday Daytime - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$28.75,$28.75,$28.75,$28.75,$28.75,$28.75,$28.75,$28.75,$40.25,$43.13,N,Y,Y,N,N,Price Limited Supports
04_171_0136_6_1,Group Activities In A Centre - 1:3 - Standard - Weekday Evening,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$30.59,$30.59,$30.59,$30.59,$30.59,$30.59,$30.59,$30.59,$42.83,$45.89,N,Y,Y,N,N,Price Limited Supports
04_171_0136_6_1_T,Group Activities In A Centre - 1:3 - Standard - Weekday Evening - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$31.44,$31.44,$31.44,$31.44,$31.44,$31.44,$31.44,$31.44,$44.02,$47.16,N,Y,Y,N,N,Price Limited Supports
04_172_0136_6_1,Group Activities In A Centre - 1:3 - Standard - Saturday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$38.45,$38.45,$38.45,$38.45,$38.45,$38.45,$38.45,$38.45,$53.83,$57.68,N,Y,Y,N,N,Price Limited Supports
04_172_0136_6_1_T,Group Activities In A Centre - 1:3 - Standard - Saturday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$39.54,$39.54,$39.54,$39.54,$39.54,$39.54,$39.54,$39.54,$55.36,$59.31,N,Y,Y,N,N,Price Limited Supports
04_173_0136_6_1,Group Activities In A Centre - 1:3 - Standard - Sunday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$48.92,$48.92,$48.92,$48.92,$48.92,$48.92,$48.92,$48.92,$68.49,$73.38,N,Y,Y,N,N,Price Limited Supports
04_173_0136_6_1_T,Group Activities In A Centre - 1:3 - Standard - Sunday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$50.33,$50.33,$50.33,$50.33,$50.33,$50.33,$50.33,$50.33,$70.46,$75.50,N,Y,Y,N,N,Price Limited Supports
04_174_0136_6_1,Group Activities In A Centre - 1:3 - Standard - Public Holiday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$59.40,$59.40,$59.40,$59.40,$59.40,$59.40,$59.40,$59.40,$83.16,$89.10,N,Y,Y,N,N,Price Limited Supports
04_174_0136_6_1_T,Group Activities In A Centre - 1:3 - Standard - Public Holiday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$61.12,$61.12,$61.12,$61.12,$61.12,$61.12,$61.12,$61.12,$85.57,$91.68,N,Y,Y,N,N,Price Limited Supports
04_175_0136_6_1,Group Activities In A Centre - 1:4 - Standard - Weekday Daytime,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$23.42,$23.42,$23.42,$23.42,$23.42,$23.42,$23.42,$23.42,$32.79,$35.13,N,Y,Y,N,N,Price Limited Supports
04_175_0136_6_1_T,Group Activities In A Centre - 1:4 - Standard - Weekday Daytime - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20220701,99991231,$24.05,$24.05,$24.05,$24.05,$24.05,$24.05,$24.05,$24.05,$33.67,$36.08,N,Y,Y,N,N,Price Limited Supports
